,streamID,f0,f1,f2,f3,f4,f5,f6,f7,class
92,92,-3.9809643002656023,27.30902259033063,7.996895185008228,3.403154793165144,-0.4251148794104647,1.5307659284558601,0.016140766807011982,0.6943825760059025,1
93,93,1.1942167914546444,11.276923402722598,13.985567414189456,6.486732630187215,-1.0649044471647735,0.6190274847067749,0.25471502687184744,0.30477338109474855,1
94,94,2.5206477282089197,20.26360787721527,7.909458582879566,4.159317818739315,-1.0808365216560172,0.4303583033763686,0.11503386806452316,0.29086258466955733,1
95,95,-0.15043851063885105,5.285901418107619,15.43803525081218,4.717694523207276,-1.2984257175642233,0.14772699095396163,0.24360670741822948,0.2853990986210203,1
96,96,-6.223123822453605,15.432230180430006,8.460460829020006,3.0317408534808807,0.3516516538111449,0.7647841878601226,0.5251728917320315,1.0223899850316018,1
97,97,4.883880370208536,31.983492947571314,11.656793556314812,4.622815008423045,-0.9443109491256285,0.7881293937307122,0.17367148862896306,0.39472258782343933,1
98,98,-5.09709753640755,18.40421388671764,10.285702897295305,2.588637633903874,-0.9896925012917309,0.40861434211786285,-0.1822595838049316,0.32891901449087335,1
99,99,-15.186954307708433,22.746821223388956,17.40188860957267,7.759595331400452,-1.118312289613109,0.2876734881700378,0.02610557405337055,0.39080288421017234,1
100,100,9.761407848356688,16.87943828995931,13.061639243519707,3.381894901988942,-0.3696163468963527,0.7387990416358139,-0.4997272369702029,0.641320410738018,1
101,101,2.612701692375189,22.38186801132088,11.489551795930907,7.432416598597208,-0.9647156833534573,0.9289612544284779,-0.26028464728022027,0.41863390081306845,1
102,102,-3.6367859639211093,19.229723492274474,7.7718355776263826,3.588975135538244,-0.947618512613204,0.41338780026440525,-0.24234525985143973,0.4065273990990157,1
103,103,4.967829439786262,17.49264907584344,7.345742966421786,4.383341711061929,-0.5591237104133114,0.801065705658241,-0.17237312318336925,0.7756793983114582,1
104,104,12.683335573516182,18.33518395006857,16.898173505203406,5.580871431188149,-0.8617381298902146,0.42479254879277933,-0.2760034039131032,0.44867647526250154,1
105,105,1.82447126234374,14.451019602430387,9.31475368048791,3.584086624481029,-1.2304273277688045,0.2869202916014829,-0.12675898301509567,0.3648754841511058,1
106,106,12.156712652001946,50.62087911758185,16.149459555058552,6.6317270920508475,-0.35503312107377427,1.2894733939836704,-0.6282823853894021,0.5814371501849599,1
107,107,-1.9940770330428916,1.949896189304533,12.831366082538329,5.443151330616707,-1.175304914054763,0.16223311447195754,0.021010069966980367,0.4950109925206322,1
108,108,-10.102066004542966,44.75716443996121,12.239067969115313,6.4700466766673,-0.3676290085388814,0.8609682507790649,0.24418039917904052,0.8070638685221606,1
109,109,0.22834885134959923,7.6820080302298575,4.466218272177301,2.197767175076737,-0.6758055235628158,0.8717853720093315,0.1023839795017635,0.5754555843967057,1
110,110,0.3027711325701137,10.318722137842748,12.939614059984546,4.791030695882591,-1.1811620714865885,0.47676159031501913,-0.060298867778480224,0.38142929588759233,1
111,111,-0.6664759632542793,14.166364997124074,5.451088050341802,2.0631007643372947,-0.596371828177372,1.6608590571305923,0.032552463887331275,0.7187996953642435,1
112,112,-0.7640994683192776,17.260996496993897,10.760882933654868,4.8537686624764875,-0.9450952291301504,1.2525093279560848,-0.04343365683056051,0.6004996641961584,1
113,113,0.6882110459731162,16.17887401406933,13.199064106786892,5.748462201975453,-1.0818969380355496,0.6558072544933842,-0.16537231519470802,0.433748864764905,1
114,114,-0.9292289226958811,17.737130495454572,14.248646728565195,6.156614846839524,-1.0633094188255314,0.8277490495993601,-0.0219814274370563,0.46170456854257885,1
115,115,-0.3434460130195841,11.326285874481052,8.095536468752993,3.641823746974909,-0.8262150546364975,1.0266498509109836,0.02202058819688687,0.5228222192867508,1
116,116,-0.4167339690891212,11.013442110618506,8.749624547481105,3.532250996904388,-0.847278092991492,0.5746401474028404,-0.014521323639352934,0.5755873825547333,1
117,117,0.6410679433259296,14.420160412269487,12.295450417690809,4.5941015062517545,-1.2279074968194155,0.43461438329110047,-0.22460617797888832,0.379830905470529,1
